test,stimulus,stimulus_unit,value,unit,note
ripple,1.17e-05,s,4.981118660737884,V,
ripple,1.18e-05,s,4.984938294807594,V,
ripple,1.19e-05,s,4.990292525704031,V,
ripple,1.2e-05,s,4.990216782873417,V,
ripple,1.21e-05,s,4.995983791683542,V,
ripple,1.22e-05,s,5.00125435289663,V,
ripple,1.23e-05,s,5.004506035663298,V,
ripple,1.24e-05,s,5.006334826904625,V,
ripple,1.25e-05,s,5.006350310848567,V,
ripple,1.26e-05,s,5.006751399769093,V,
ripple,1.27e-05,s,5.0043898303348335,V,
ripple,1.28e-05,s,5.000488404541453,V,
ripple,1.29e-05,s,4.999537754144048,V,
ripple,1.3e-05,s,4.993136595210016,V,
ripple,1.31e-05,s,4.987900995455635,V,
ripple,1.32e-05,s,4.984453020263359,V,
ripple,1.33e-05,s,4.981229629136357,V,
ripple,1.34e-05,s,4.979403929572891,V,
ripple,1.35e-05,s,4.97605337700668,V,
ripple,1.36e-05,s,4.978979772089621,V,
ripple,1.37e-05,s,4.982463793934432,V,
ripple,1.38e-05,s,4.983383906551077,V,
ripple,1.39e-05,s,4.988388524235533,V,
ripple,1.4e-05,s,4.993734967721412,V,
ripple,1.41e-05,s,4.99796387703474,V,
ripple,1.42e-05,s,5.00250150787636,V,
ripple,1.43e-05,s,5.002406286924432,V,
ripple,1.44e-05,s,5.005742877568999,V,
ripple,1.45e-05,s,5.006440512359032,V,
ripple,1.46e-05,s,5.006719543421705,V,
ripple,1.47e-05,s,5.00519948777275,V,
ripple,1.48e-05,s,4.998327626308944,V,
ripple,1.49e-05,s,4.99819637955915,V,
ripple,1.5e-05,s,4.991333918925369,V,
ripple,1.51e-05,s,4.989138374302484,V,
ripple,1.52e-05,s,4.983060330412165,V,
ripple,1.53e-05,s,4.981631077159779,V,
ripple,1.54e-05,s,4.980661325729842,V,
ripple,1.55e-05,s,4.978632142736745,V,
ripple,1.56e-05,s,4.979657774210647,V,
ripple,1.57e-05,s,4.982252348071226,V,
ripple,1.58e-05,s,4.984693846010684,V,
ripple,1.59e-05,s,4.988366743044529,V,
ripple,1.6e-05,s,4.994314718407092,V,
ripple,1.61e-05,s,4.998156170994756,V,
ripple,1.62e-05,s,5.000716640820236,V,
ripple,1.63e-05,s,5.006853025491593,V,
ripple,1.64e-05,s,5.0049494145314455,V,
ripple,1.65e-05,s,5.007696071463318,V,
ripple,1.66e-05,s,5.005830538998452,V,
ripple,1.67e-05,s,5.004240065985771,V,
ripple,1.68e-05,s,5.001715461497892,V,
ripple,1.69e-05,s,4.997329922401074,V,
ripple,1.7e-05,s,4.993420107655293,V,
ripple,1.71e-05,s,4.986927899063718,V,
ripple,1.72e-05,s,4.9830429577334145,V,
ripple,1.73e-05,s,4.982070167016033,V,
ripple,1.74e-05,s,4.978503512624033,V,
ripple,1.75e-05,s,4.9777548140999155,V,
ripple,1.76e-05,s,4.977996531732227,V,
ripple,1.77e-05,s,4.982721604477452,V,
ripple,1.78e-05,s,4.985299026824416,V,
ripple,1.79e-05,s,4.989928299148698,V,
ripple,1.8e-05,s,4.991843724654985,V,
ripple,1.81e-05,s,4.9971087066300575,V,
ripple,1.82e-05,s,4.999870148977359,V,
ripple,1.83e-05,s,5.0048737376540595,V,
ripple,1.84e-05,s,5.007685676469151,V,
ripple,1.85e-05,s,5.005891241345995,V,
ripple,1.86e-05,s,5.0076565852986406,V,
ripple,1.87e-05,s,5.0050957297625,V,
ripple,1.88e-05,s,5.000832621212743,V,
ripple,1.89e-05,s,4.995135729582951,V,
ripple,1.9e-05,s,4.994188094084567,V,
ripple,1.91e-05,s,4.988358963934535,V,
ripple,1.92e-05,s,4.983949640570245,V,
ripple,1.93e-05,s,4.981854819806866,V,
ripple,1.94e-05,s,4.979876635453968,V,
ripple,1.95e-05,s,4.980279557386519,V,
ripple,1.96e-05,s,4.978446530308773,V,
ripple,1.97e-05,s,4.9825914617469165,V,
ripple,1.98e-05,s,4.986039829196944,V,
ripple,1.99e-05,s,4.989907460436283,V,
ripple,2e-05,s,4.992600837774397,V,
ripple,2.01e-05,s,4.996363671716962,V,
ripple,2.02e-05,s,5.002029028604338,V,
ripple,2.03e-05,s,5.004222885581491,V,
ripple,2.04e-05,s,5.006220443061627,V,
ripple,2.05e-05,s,5.00820567697676,V,
ripple,2.06e-05,s,5.005832817108659,V,
ripple,2.07e-05,s,5.0018109750580715,V,
ripple,2.08e-05,s,5.0006232646725595,V,
ripple,2.09e-05,s,4.995253777086772,V,
ripple,2.1e-05,s,4.993600245678541,V,
ripple,2.11e-05,s,4.988772259213546,V,
ripple,2.12e-05,s,4.983941261664207,V,
ripple,2.13e-05,s,4.9814456251286385,V,
ripple,2.14e-05,s,4.9802992951325695,V,
ripple,2.15e-05,s,4.978860407438322,V,
ripple,2.16e-05,s,4.980793192631695,V,
ripple,2.17e-05,s,4.981393939610877,V,
ripple,2.18e-05,s,4.9855928035823185,V,
ripple,2.19e-05,s,4.989946705188359,V,
ripple,2.2e-05,s,4.994391355331375,V,
ripple,2.21e-05,s,4.996435880893487,V,
ripple,2.22e-05,s,5.001890360088258,V,
ripple,2.23e-05,s,5.0022317043619156,V,
ripple,2.24e-05,s,5.005012904180812,V,
ripple,2.25e-05,s,5.004818670834315,V,
ripple,2.26e-05,s,5.007165239198307,V,
ripple,2.27e-05,s,5.002875765546011,V,
ripple,2.28e-05,s,5.0009976918369,V,
ripple,2.29e-05,s,4.996915486288356,V,
ripple,2.3e-05,s,4.992752864819858,V,
ripple,2.31e-05,s,4.987863702649847,V,
ripple,2.32e-05,s,4.984786131990851,V,
ripple,2.33e-05,s,4.983246491514603,V,
ripple,2.34e-05,s,4.979510939673066,V,
ripple,2.35e-05,s,4.97931244449655,V,
ripple,2.36e-05,s,4.980467190487266,V,
ripple,2.37e-05,s,4.98125727673549,V,
ripple,2.38e-05,s,4.9832927776836975,V,
ripple,2.39e-05,s,4.987899828954844,V,
ripple,2.4e-05,s,4.993855057086998,V,
ripple,2.41e-05,s,4.995461474698032,V,
ripple,2.42e-05,s,5.0004126100591755,V,
ripple,2.43e-05,s,5.00511511092151,V,
ripple,2.44e-05,s,5.006888990225621,V,
ripple,2.45e-05,s,5.006789080475864,V,
ripple,2.46e-05,s,5.006901489371636,V,
ripple,2.47e-05,s,5.00427367970121,V,
ripple,2.48e-05,s,4.999831540422269,V,
ripple,2.49e-05,s,4.995543757899665,V,
ripple,2.5e-05,s,4.992142510211092,V,
ripple,2.51e-05,s,4.989377954536604,V,
ripple,2.52e-05,s,4.98398692366378,V,
ripple,2.53e-05,s,4.9805528658259215,V,
ripple,2.54e-05,s,4.97869571060772,V,
ripple,2.55e-05,s,4.977249695395133,V,
ripple,2.56e-05,s,4.979349396199199,V,
ripple,2.57e-05,s,4.98027561747406,V,
ripple,2.58e-05,s,4.984916614782345,V,
ripple,2.59e-05,s,4.986095128013766,V,
ripple,2.6e-05,s,4.993109243557197,V,
ripple,2.61e-05,s,4.99646608951208,V,
ripple,2.62e-05,s,4.999068307953104,V,
ripple,2.63e-05,s,5.004832409717284,V,
ripple,2.64e-05,s,5.005820745324322,V,
ripple,2.65e-05,s,5.004551425564473,V,
ripple,2.66e-05,s,5.005221190378748,V,
ripple,2.67e-05,s,5.0043987245137,V,
ripple,2.68e-05,s,5.000551873669217,V,
ripple,2.69e-05,s,4.997887683956407,V,
ripple,2.7e-05,s,4.993529019289044,V,
ripple,2.71e-05,s,4.989121461068025,V,
ripple,2.72e-05,s,4.984879094103632,V,
ripple,2.73e-05,s,4.9827889213760175,V,
ripple,2.74e-05,s,4.980126505289657,V,
ripple,2.75e-05,s,4.9792326805220295,V,
ripple,2.76e-05,s,4.977382692216955,V,
ripple,2.77e-05,s,4.98235178020647,V,
ripple,2.78e-05,s,4.985861893971113,V,
ripple,2.79e-05,s,4.9881583263437,V,
ripple,2.8e-05,s,4.992311954906948,V,
ripple,2.81e-05,s,4.999047998727811,V,
ripple,2.82e-05,s,4.999252323340242,V,
ripple,2.83e-05,s,5.004576557201872,V,
ripple,2.84e-05,s,5.0085199693530456,V,
ripple,2.85e-05,s,5.005853861606797,V,
ripple,2.86e-05,s,5.006785842336074,V,
ripple,2.87e-05,s,5.005994081112285,V,
ripple,2.88e-05,s,5.000890245167744,V,
ripple,2.89e-05,s,4.9976688971118035,V,
ripple,2.9e-05,s,4.993684037991507,V,
ripple,2.91e-05,s,4.987549456096486,V,
ripple,2.92e-05,s,4.984463373014377,V,
ripple,2.93e-05,s,4.981748026148606,V,
ripple,2.94e-05,s,4.980292056026094,V,
ripple,2.95e-05,s,4.978746928230712,V,
ripple,2.96e-05,s,4.979271330804099,V,
ripple,2.97e-05,s,4.980439148366303,V,
ripple,2.98e-05,s,4.984193493638039,V,
ripple,2.99e-05,s,4.989346896881643,V,
ripple,3e-05,s,4.992883205564661,V,
ripple,3.01e-05,s,4.996254671822645,V,
ripple,3.02e-05,s,5.0001688517914085,V,
ripple,3.03e-05,s,5.006774380094176,V,
ripple,3.04e-05,s,5.007236147867171,V,
ripple,3.05e-05,s,5.007418857789253,V,
ripple,3.06e-05,s,5.0035033346776725,V,
ripple,3.07e-05,s,5.004729181839657,V,
ripple,3.08e-05,s,5.001491149380164,V,
ripple,3.09e-05,s,4.9987917972248255,V,
ripple,3.1e-05,s,4.993209223192893,V,
ripple,3.11e-05,s,4.98838773609918,V,
ripple,3.12e-05,s,4.985074913088635,V,
ripple,3.13e-05,s,4.979511015979952,V,
ripple,3.14e-05,s,4.980499924361268,V,
ripple,3.15e-05,s,4.979106347221059,V,
ripple,3.16e-05,s,4.978764599816855,V,
ripple,3.17e-05,s,4.98278079674206,V,
ripple,3.18e-05,s,4.986361808350359,V,
ripple,3.19e-05,s,4.98705282319777,V,
ripple,3.2e-05,s,4.992115128108937,V,
ripple,3.21e-05,s,4.997398965712038,V,
ripple,3.22e-05,s,5.001193920921505,V,
ripple,3.23e-05,s,5.003709219611527,V,
ripple,3.24e-05,s,5.005122042768594,V,
ripple,3.25e-05,s,5.008901929753494,V,
ripple,3.26e-05,s,5.007133640986693,V,
ripple,3.27e-05,s,5.002913471673172,V,
ripple,3.28e-05,s,4.999665447897701,V,
ripple,3.29e-05,s,4.9988108287609565,V,
ripple,3.3e-05,s,4.993770611136788,V,
ripple,3.31e-05,s,4.990276195033653,V,
ripple,3.32e-05,s,4.985362612213659,V,
ripple,3.33e-05,s,4.980583148926995,V,
ripple,3.34e-05,s,4.979727336594232,V,
ripple,3.35e-05,s,4.976621399931063,V,
ripple,3.36e-05,s,4.978718552289259,V,
ripple,3.37e-05,s,4.981396315444152,V,
ripple,3.38e-05,s,4.985075223624931,V,
ripple,3.39e-05,s,4.987727673109111,V,
ripple,3.4e-05,s,4.99265723812764,V,
ripple,3.41e-05,s,4.997566247462726,V,
ripple,3.42e-05,s,5.001387144667485,V,
ripple,3.43e-05,s,5.004745696553004,V,
ripple,3.44e-05,s,5.006305235294293,V,
ripple,3.45e-05,s,5.006457527651008,V,
ripple,3.46e-05,s,5.006885410539037,V,
ripple,3.47e-05,s,5.004157059686782,V,
ripple,3.48e-05,s,5.000184360277461,V,
ripple,3.49e-05,s,4.99648177210164,V,
ripple,3.5e-05,s,4.99278111390005,V,
ripple,3.51e-05,s,4.988345620732912,V,
ripple,3.52e-05,s,4.984709463061631,V,
ripple,3.53e-05,s,4.981454728541414,V,
ripple,3.54e-05,s,4.97964254018949,V,
ripple,3.55e-05,s,4.978647173358012,V,
ripple,3.56e-05,s,4.9782082395183656,V,
ripple,3.57e-05,s,4.981876577985627,V,
ripple,3.58e-05,s,4.985606159266016,V,
ripple,3.59e-05,s,4.988889867361664,V,
ripple,3.6e-05,s,4.992592216389405,V,
ripple,3.61e-05,s,4.997554146925389,V,
ripple,3.62e-05,s,5.000044754837352,V,
ripple,3.63e-05,s,5.002211547093198,V,
ripple,3.64e-05,s,5.006155823825425,V,
ripple,3.65e-05,s,5.00585096471471,V,
ripple,3.66e-05,s,5.006836113523897,V,
ripple,3.67e-05,s,5.003023609597116,V,
ripple,3.68e-05,s,4.998381944447651,V,
ripple,3.69e-05,s,4.996068177580469,V,
ripple,3.7e-05,s,4.99435955908776,V,
ripple,3.71e-05,s,4.988073421097762,V,
ripple,3.72e-05,s,4.983183052008835,V,
ripple,3.73e-05,s,4.980691868142396,V,
ripple,3.74e-05,s,4.979987569774555,V,
ripple,3.75e-05,s,4.979278326585744,V,
ripple,3.76e-05,s,4.979643399872686,V,
ripple,3.77e-05,s,4.982939088692188,V,
ripple,3.78e-05,s,4.985258971360264,V,
ripple,3.79e-05,s,4.98843424451724,V,
ripple,3.8e-05,s,4.993378129259715,V,
ripple,3.81e-05,s,4.998762286362382,V,
ripple,3.82e-05,s,5.001981760825319,V,
ripple,3.83e-05,s,5.005131460051551,V,
ripple,3.84e-05,s,5.005013416291358,V,
ripple,3.85e-05,s,5.006633027153062,V,
ripple,3.86e-05,s,5.0068260978671955,V,
ripple,3.87e-05,s,5.003811257023503,V,
ripple,3.88e-05,s,5.002079319094153,V,
ripple,3.89e-05,s,4.997704042232429,V,
ripple,3.9e-05,s,4.993689715816614,V,
ripple,3.91e-05,s,4.988242853536482,V,
ripple,3.92e-05,s,4.987098845299201,V,
ripple,3.93e-05,s,4.982695240616091,V,
ripple,3.94e-05,s,4.979251241014731,V,
ripple,3.95e-05,s,4.978872055356278,V,
ripple,3.96e-05,s,4.982061873633461,V,
ripple,3.97e-05,s,4.981111996651673,V,
ripple,3.98e-05,s,4.98542660955358,V,
ripple,3.99e-05,s,4.9894356744521575,V,
ripple,4e-05,s,4.992788047335964,V,
ripple,4.01e-05,s,4.995940562252015,V,
ripple,4.02e-05,s,5.001197992298122,V,
ripple,4.03e-05,s,5.004467079543367,V,
ripple,4.04e-05,s,5.007225932172464,V,
ripple,4.05e-05,s,5.007564351460525,V,
ripple,4.06e-05,s,5.0061206132819756,V,
ripple,4.07e-05,s,5.004961276551943,V,
ripple,4.08e-05,s,5.001550298456369,V,
ripple,4.09e-05,s,4.99731374371385,V,
ripple,4.1e-05,s,4.9928366719261295,V,
ripple,4.11e-05,s,4.988211864241738,V,
ripple,4.12e-05,s,4.985238629343756,V,
ripple,4.13e-05,s,4.980401015546353,V,
ripple,4.14e-05,s,4.9788379875383715,V,
ripple,4.15e-05,s,4.978786435284342,V,
ripple,4.16e-05,s,4.978002704741687,V,
ripple,4.17e-05,s,4.981019343022374,V,
ripple,4.18e-05,s,4.9825436292256935,V,
ripple,4.19e-05,s,4.987772339418862,V,
ripple,4.2e-05,s,4.99334989731005,V,
ripple,4.21e-05,s,4.99767409537153,V,
ripple,4.22e-05,s,5.0009559428840085,V,
ripple,4.23e-05,s,5.003875586758315,V,
ripple,4.24e-05,s,5.004679428921565,V,
ripple,4.25e-05,s,5.008609277472935,V,
ripple,4.26e-05,s,5.0066122227374255,V,
ripple,4.27e-05,s,5.005201150872644,V,
ripple,4.28e-05,s,5.000128128776759,V,
ripple,4.29e-05,s,4.996922455830226,V,
ripple,4.3e-05,s,4.990961945549744,V,
ripple,4.31e-05,s,4.989235716821164,V,
ripple,4.32e-05,s,4.985487608868255,V,
ripple,4.33e-05,s,4.9795578192424355,V,
ripple,4.34e-05,s,4.979414547440394,V,
ripple,4.35e-05,s,4.979411805786325,V,
ripple,4.36e-05,s,4.977704633891744,V,
ripple,4.37e-05,s,4.979629776610861,V,
ripple,4.38e-05,s,4.983487380465141,V,
ripple,4.39e-05,s,4.987825999481383,V,
ripple,4.4e-05,s,4.991378602119149,V,
ripple,4.41e-05,s,4.997139329610468,V,
ripple,4.42e-05,s,5.001260080137344,V,
ripple,4.43e-05,s,5.0047417118699515,V,
ripple,4.44e-05,s,5.006798261824789,V,
ripple,4.45e-05,s,5.0082841161917955,V,
ripple,4.46e-05,s,5.007260568749787,V,
ripple,4.47e-05,s,5.002795822152083,V,
ripple,4.48e-05,s,5.0005050382868985,V,
ripple,4.49e-05,s,4.9960475495498216,V,
ripple,4.5e-05,s,4.991704845222726,V,
ripple,4.51e-05,s,4.988373924572581,V,
ripple,4.52e-05,s,4.984557945778543,V,
ripple,4.53e-05,s,4.981945581270433,V,
ripple,4.54e-05,s,4.977879752794245,V,
ripple,4.55e-05,s,4.977543818847987,V,
ripple,4.56e-05,s,4.979443564511772,V,
ripple,4.57e-05,s,4.981255766460332,V,
ripple,4.58e-05,s,4.984241210027127,V,
ripple,4.59e-05,s,4.988392010930057,V,
ripple,4.6e-05,s,4.992021708317266,V,
ripple,4.61e-05,s,4.997808972483003,V,
ripple,4.62e-05,s,5.001364724690534,V,
ripple,4.63e-05,s,5.004019944325151,V,
ripple,4.64e-05,s,5.005424187704127,V,
ripple,4.65e-05,s,5.0066072907742685,V,
ripple,4.66e-05,s,5.003374652464,V,
ripple,4.67e-05,s,5.003126397601259,V,
ripple,4.68e-05,s,5.001047783922102,V,
ripple,4.69e-05,s,4.995603606746399,V,
ripple,4.7e-05,s,4.992980984874361,V,
ripple,4.71e-05,s,4.988602663693738,V,
ripple,4.72e-05,s,4.983174946925037,V,
ripple,4.73e-05,s,4.981204651287934,V,
ripple,4.74e-05,s,4.979152843438342,V,
ripple,4.75e-05,s,4.979241336464493,V,
ripple,4.76e-05,s,4.980078565765501,V,
ripple,4.77e-05,s,4.981418922880623,V,
ripple,4.78e-05,s,4.983701180106158,V,
ripple,4.79e-05,s,4.98831095214949,V,
ripple,4.8e-05,s,4.992716035115178,V,
ripple,4.81e-05,s,4.997842161286135,V,
ripple,4.82e-05,s,5.001304783998295,V,
ripple,4.83e-05,s,5.003385138892924,V,
ripple,4.84e-05,s,5.004741846387773,V,
ripple,4.85e-05,s,5.00640835048316,V,
ripple,4.86e-05,s,5.005355860284243,V,
ripple,4.87e-05,s,5.002995821033171,V,
ripple,4.88e-05,s,5.000894517684497,V,
ripple,4.89e-05,s,4.996616629894475,V,
ripple,4.9e-05,s,4.992886899232775,V,
ripple,4.91e-05,s,4.9889785246840095,V,
ripple,4.92e-05,s,4.984139467730876,V,
ripple,4.93e-05,s,4.983779522178329,V,
ripple,4.94e-05,s,4.979145192750711,V,
ripple,4.95e-05,s,4.979883171353838,V,
ripple,4.96e-05,s,4.979588332146417,V,
ripple,4.97e-05,s,4.982571383503601,V,
ripple,4.98e-05,s,4.982176546917722,V,
ripple,4.99e-05,s,4.987703747328958,V,
ripple,5e-05,s,4.993028501305935,V,
ripple,5.01e-05,s,4.997710165912831,V,
ripple,5.02e-05,s,5.003346981011535,V,
ripple,5.03e-05,s,5.004430239003827,V,
ripple,5.04e-05,s,5.007376094774124,V,
ripple,5.05e-05,s,5.007547902670277,V,
ripple,5.06e-05,s,5.007043629004808,V,
ripple,5.07e-05,s,5.004617762110215,V,
ripple,5.08e-05,s,5.00085438310836,V,
ripple,5.09e-05,s,4.997616827793364,V,
ripple,5.1e-05,s,4.991703329513583,V,
ripple,5.11e-05,s,4.989636590281477,V,
ripple,5.12e-05,s,4.98353527074876,V,
ripple,5.13e-05,s,4.98170442998597,V,
ripple,5.14e-05,s,4.981587449079389,V,
ripple,5.15e-05,s,4.978558044523467,V,
ripple,5.16e-05,s,4.979486175854567,V,
ripple,5.17e-05,s,4.982618264816624,V,
ripple,5.18e-05,s,4.984578710992186,V,
ripple,5.19e-05,s,4.987647582447525,V,
ripple,5.2e-05,s,4.9930396221982445,V,
ripple,5.21e-05,s,4.997689825226388,V,
ripple,5.22e-05,s,5.0017205248994845,V,
ripple,5.23e-05,s,5.0033351878772185,V,
ripple,5.24e-05,s,5.0078487596498915,V,
ripple,5.25e-05,s,5.008448236801165,V,
ripple,5.26e-05,s,5.006114491191679,V,
ripple,5.27e-05,s,5.004376292948043,V,
ripple,5.28e-05,s,5.000581948365523,V,
ripple,5.29e-05,s,4.998521828619636,V,
ripple,5.3e-05,s,4.992076514574842,V,
ripple,5.31e-05,s,4.989129319870034,V,
ripple,5.32e-05,s,4.98407277571783,V,
ripple,5.33e-05,s,4.980761219834532,V,
ripple,5.34e-05,s,4.980185335926214,V,
ripple,5.35e-05,s,4.980115284502446,V,
ripple,5.36e-05,s,4.97945655133681,V,
ripple,5.37e-05,s,4.980777793263305,V,
ripple,5.38e-05,s,4.985363951439146,V,
ripple,5.39e-05,s,4.988405714405172,V,
ripple,5.4e-05,s,4.993092094853929,V,
ripple,5.41e-05,s,4.9986305679976475,V,
ripple,5.42e-05,s,5.002142078611991,V,
ripple,5.43e-05,s,5.0035878629597645,V,
ripple,5.44e-05,s,5.008379833760658,V,
ripple,5.45e-05,s,5.006784797162097,V,
ripple,5.46e-05,s,5.006882218214548,V,
ripple,5.47e-05,s,5.003460340520648,V,
ripple,5.48e-05,s,5.000965793471914,V,
ripple,5.49e-05,s,4.995357711224918,V,
ripple,5.5e-05,s,4.994568134061597,V,
ripple,5.51e-05,s,4.989820972994018,V,
ripple,5.52e-05,s,4.983337167983356,V,
ripple,5.53e-05,s,4.979950026231002,V,
ripple,5.54e-05,s,4.977845609409082,V,
ripple,5.55e-05,s,4.979957218441735,V,
ripple,5.56e-05,s,4.97900712189933,V,
ripple,5.57e-05,s,4.981394691102368,V,
ripple,5.58e-05,s,4.984239707685975,V,
ripple,5.59e-05,s,4.988334067610652,V,
ripple,5.6e-05,s,4.991693286677898,V,
ripple,5.61e-05,s,4.997131808477449,V,
ripple,5.62e-05,s,4.999572461932458,V,
ripple,5.63e-05,s,5.004036221759621,V,
ripple,5.64e-05,s,5.006405000537246,V,
ripple,5.65e-05,s,5.007249072121004,V,
ripple,5.66e-05,s,5.0058645341484365,V,
ripple,5.67e-05,s,5.003203986806214,V,
ripple,5.68e-05,s,5.001170028224702,V,
ripple,5.69e-05,s,4.9966230570539185,V,
ripple,5.7e-05,s,4.994347297522052,V,
ripple,5.71e-05,s,4.9892229466803775,V,
ripple,5.72e-05,s,4.984437274706105,V,
ripple,5.73e-05,s,4.980984078883059,V,
ripple,5.74e-05,s,4.978763988690302,V,
ripple,5.75e-05,s,4.977844236679738,V,
ripple,5.76e-05,s,4.979113722412833,V,
ripple,5.77e-05,s,4.981749994543697,V,
ripple,5.78e-05,s,4.985067994173399,V,
ripple,5.79e-05,s,4.989024082538169,V,
